ACARA School ID,School Name,Suburb,PostCode
50701,ST ELIZABETH'S CATHOLIC COLLEGE,HOCKING,6065
50702,Radiant Life College,INNISFAIL,4860
50704,George Bass School,BASS HILL,2197
50707,St Brigid's Catholic Primary School,EMERALD,4720
50710,Ngaruki Gulgul,KARIONG,2250
50713,Castle Hill House Campus,CASTLE HILL,2154
50716,Stella Maris College Benedict Campus,MANLY,2095
50719,"Cameragal Montessori School, North Sydney Campus",NORTH SYDNEY,2060
50724,Australian International Academy of Education - Caroline Springs Campus,CAROLINE SPRINGS,3023
40040,Lambert School,NORTH HOBART,7000
40715,Oxford College,SURRY HILLS,2010
50729,Australian International Academy of Education - Kellyville Campus,KELLYVILLE,2155
50731,Edinburgh College (Secondary),LILYDALE,3140
50727,Yarrawonga College P-12 Gilmore Street Campus,YARRAWONGA,3730
40002,Geneva Christian College,LATROBE,7307
40005,John Calvin School,LAUNCESTON,7250
40022,St Mary's College,HOBART,7000
40025,Hilliard Christian School,WEST MOONAH,7009
40044,Southern Christian College,KINGSTON,7050
40047,Lilydale District School,LILYDALE,7268
40050,Parklands High School,ROMAINE,7320
40065,Ouse District School,OUSE,7140
40068,St Marys District School,ST MARYS,7215
40071,Campbell Town District High School,CAMPBELL TOWN,7210
40085,Tasman District School,NUBEENA,7184
40088,Yolla District High School,YOLLA,7325
40108,Taroona Primary School,TAROONA,7053
40111,New Town High School,NEW TOWN,7008
40133,Clarendon Vale Primary School,CLARENDON VALE,7019
40136,South Arm Primary School,SOUTH ARM,7022
40139,Glen Huon Primary School,GLEN HUON,7109
40153,Bicheno Primary School,BICHENO,7215
40156,Norwood Primary School,NORWOOD,7250
40159,St Leonards Primary School,ST LEONARDS,7250
40176,Westbury Primary School,WESTBURY,7303
40179,Mole Creek Primary School,MOLE CREEK,7304
40196,Sprent Primary School,SPRENT,7315
40222,Kempton Primary School,KEMPTON,7030
40225,Molesworth Primary School,MOLESWORTH,7140
40228,Strahan Primary School,STRAHAN,7468
40242,Oakwood School,CLAREMONT,7011
40245,St Virgil's College,AUSTINS FERRY,7011
40249,Mountain Heights School,QUEENSTOWN,7467
40266,Oakwood School Norwood Campus,NEWSTEAD,7250
40269,Launceston Campus,NEWNHAM,7248
40294,Divine Mercy College,YANGEBUP,6164
40299,Port Neill Primary School,PORT NEILL,5604
40331,St Mary MacKillop College Wanniassa Campus,WANNIASSA,2903
40334,St Edmund's College,GRIFFITH,2603
40339,Centralian Senior College,ALICE SPRINGS,870
40353,St Paul's Catholic Primary School,NIGHTCLIFF,810
40356,Muirden Senior College,ADELAIDE,5000
40367,Knox Grammar School,WAHROONGA,2076
40394,Larmenier Special School,HAMPTON,3188
40400,St Paul's College,KEW,3101
40436,Chifley College Senior Campus,MOUNT DRUITT,2770
40440,Brisbane Water Secondary College Woy Woy Campus,WOY WOY,2256
40444,Elizabeth College,NORTH HOBART,7000
40519,Blackburn English Language School,BURWOOD EAST,3151
40524,Arncliffe West Infants School,ARNCLIFFE,2205
40572,Bylong Upper Public School,BYLONG,2849
40617,"De La Salle Catholic College, Cronulla",CRONULLA,2230
40621,St Francis Xavier College Beaconsfield Campus,BEACONSFIELD,3807
40624,Coffs Harbour Senior College,COFFS HARBOUR,2450
40643,Broadmeadows Valley Primary School Meadowfair North Campus,BROADMEADOWS,3047
40646,Wyndham College,QUAKERS HILL,2763
40649,Girrakool School,KARIONG,2250
40672,Calrossy Anglican College - William Cowper Campus,TAMWORTH,2340
40678,Christian College Institute of Senior Education,HIGHTON,3216
40697,Barrenjoey Montessori School,AVALON,2107
40700,University Senior College at Adelaide University,ADELAIDE,5000
40720,Al Sadiq College Inc,YAGOONA,2199
40724,ALESCO Senior College,COOKS HILL,2300
40727,Geraldton Senior College,GERALDTON,6530
40748,Cascade Environmental Education Centre,CASCADE,2453
40751,Gibberagong Environmental Education Centre,BOBBIN HEAD,2077
40754,Observatory Hill Environmental Education Centre,MILLERS POINT,2000
40773,Woodberry Learning Centre,WOODBERRY,2322
40778,Burnett Youth Learning Centre,ELLIOTT,4670
40803,Royal North Shore Hospital School,ST LEONARDS,2065
40806,Bankstown Hospital School,BANKSTOWN,2200
40809,The Childrens Hospital School,WESTMEAD,2145
40828,John Monash Science School,MONASH UNIVERSITY,3800
40831,Our Lady of the Angels Primary School,KELLYVILLE,2155
40834,Banksia Montessori School,DIANELLA,6059
40849,Mapuru Christian School,MAPURU ARNHEM LAND,880
40852,Geraldton Flexible Learning Centre,GERALDTON,6530
40856,Glengarry Annex,KANGAROO VALLEY,2577
40873,Obley Education Centre,ST MARYS,2760
40877,MacQuoid Street Campus,QUEANBEYAN,2620
40894,De La Salle College - Kinnoull Campus,MALVERN,3144
40897,"Aspect South East Sydney School, Surry Hills",SURRY HILLS,2010
40900,Caroline Chisholm Catholic College - Sacred Heart Campus,BRAYBROOK,3019
40916,John Paul College Coffs Harbour St Mary's Campus,BOWRAVILLE,2449
40919,"Arden Anglican School, Epping campus",EPPING,2121
40922,Reddam House Primary School,WOOLLAHRA,2025
40939,Trinity College Senior School,EVANSTON SOUTH,5116
40961,The Springfield College Junior School - The Springfield College,SPRINGFIELD,4300
40964,Burgmann Anglican School - Forde Campus,FORDE,2914
40986,John Hartley School (B-7),SMITHFIELD PLAINS,5114
40989,Annandale North Public School,ANNANDALE,2038
40992,Banksmeadow Public School,BOTANY,2019
41006,Clemton Park Public School,EARLWOOD,2206
41009,Connells Point Public School,SOUTH HURSTVILLE,2221
41012,Darlington Public School,CHIPPENDALE,2008
41029,Bexley North Public School,BEXLEY,2207
41032,La Perouse Public School,LA PEROUSE,2036
41049,St Peters Public School,ST PETERS,2044
41052,Sutherland Public School,SUTHERLAND,2232
41055,Ultimo Public School,ULTIMO,2007
41069,Jannali Public School,JANNALI,2226
41072,McCallums Hill Public School,ROSELANDS,2196
41075,Grays Point Public School,GRAYS POINT,2232
41089,Illawong Public School,ILLAWONG,2234
41092,Yowie Bay Public School,YOWIE BAY,2228
41095,Laguna Street Public School,CARINGBAH,2229
41112,Plunkett Street Public School,WOOLLOOMOOLOO,2011
41115,Alfords Point Public School,ALFORDS POINT,2234
41132,Bondi Public School,BONDI,2026
41135,Croydon Park Public School,CROYDON PARK,2133
41138,Gardeners Road Public School,ROSEBERY,2018
41152,Conservatorium High School,SYDNEY,2000
41155,Randwick Girls High School,RANDWICK,2031
41158,Blakehurst High School,BLAKEHURST,2221
41175,Sylvania High School,SYLVANIA,2224
41178,Tempe High School,TEMPE,2044
41195,Artarmon Public School,ARTARMON,2064
41198,Beecroft Public School,BEECROFT,2119
41215,Glenorie Public School,GLENORIE,2157
41218,Hillside Public School,GLENORIE,2157
41221,Lane Cove Public School,LANE COVE,2066
41235,Pennant Hills Public School,PENNANT HILLS,2120
41238,Roseville Public School,ROSEVILLE,2069
41241,West Ryde Public School,WEST RYDE,2114
41258,Mount Colah Public School,MOUNT COLAH,2079
41261,Killara Public School,KILLARA,2071
41278,Truscott Street Public School,NORTH RYDE,2113
41281,Allambie Heights Public School,ALLAMBIE HEIGHTS,2100
41298,Murray Farm Public School,CARLINGFORD,2118
41301,Cherrybrook Public School,CHERRYBROOK,2126
41304,Samuel Gilbert Public School,CASTLE HILL,2154
41318,Mosman Public School,MOSMAN,2088
41321,North Sydney Girls High School,CROWS NEST,2065
41324,Cheltenham Girls High School,BEECROFT,2119
41341,Carlingford High School,CARLINGFORD,2118
41344,Davidson High School,FRENCHS FOREST,2086
41361,Bargo Public School,BARGO,2574
41364,Belmore South Public School,BELMORE,2192
41367,Bossley Park Public School,BOSSLEY PARK,2176
41381,Douglas Park Public School,DOUGLAS PARK,2569
41384,Fairfield Public School,FAIRFIELD,2165
41387,Granville Public School,GRANVILLE,2142
41404,Mount Pritchard Public School,MOUNT PRITCHARD,2170
41407,The Oaks Public School,THE OAKS,2570
41424,Yanderra Public School,YANDERRA,2574
41427,Warwick Farm Public School,WARWICK FARM,2170
41444,Yennora Public School,YENNORA,2161
41447,Panania North Public School,PANANIA,2213
41450,Leumeah Public School,LEUMEAH,2560
41464,Marsden Road Public School,LIVERPOOL,2170
41467,Lurnea Public School,LURNEA,2170
41470,Harrington Street Public School,CABRAMATTA,2166
41487,Mawarra Public School,CAMDEN,2570
41490,John Warby Public School,AIRDS,2560
41507,Wiley Park Public School,WILEY PARK,2195
41510,William Stimson Public School,WETHERILL PARK,2164
41527,Middleton Grange Public School,MIDDLETON GRANGE,2171
41530,Lansvale Public School,CANLEY VALE,2166
41533,Glenfield Park School,GLENFIELD,2167
41547,Campbell House School,GLENFIELD,2167
41550,Canterbury Vale School,LAKEMBA,2195
41553,Liverpool Public School,LIVERPOOL,2170
41570,Strathfield South High School,ENFIELD,2136
41573,Beverly Hills Girls High School,BEVERLY HILLS,2209
41590,Fairvale High School,FAIRFIELD WEST,2165
41593,Hoxton Park High School,HINCHINBROOK,2168
41596,Moorebank High School,MOOREBANK,2170
41610,Elizabeth Macarthur High School,NARELLAN,2567
41613,Granville Boys High School,GRANVILLE,2142
41616,Bilpin Public School,BILPIN,2758
41630,Girraween Public School,GIRRAWEEN,2145
41633,Greystanes Public School,GREYSTANES,2145
41636,Kurmond Public School,KURMOND,2757
41653,Northmead Public School,NORTHMEAD,2152
41656,Parklea Public School,GLENWOOD,2768
41673,Toongabbie Public School,TOONGABBIE,2146
41676,Wentworth Falls Public School,WENTWORTH FALLS,2782
41679,Windsor Public School,WINDSOR,2756
41693,Cambridge Park Public School,CAMBRIDGE PARK,2747
41696,Oatlands Public School,OATLANDS,2117
41699,Rydalmere East Public School,ERMINGTON,2115
41716,Marayong Heights Public School,MARAYONG,2148
41719,Walters Road Public School,BLACKTOWN,2148
41736,Lapstone Public School,GLENBROOK,2773
41739,Crestwood Public School,BAULKHAM HILLS,2153
41756,Noumea Public School,SHALVEY,2770
41759,Matthew Pearce Public School,BAULKHAM HILLS,2153
41762,St Clair Public School,ST CLAIR,2759
41776,Hassall Grove Public School,HASSALL GROVE,2761
41779,Windsor Park Public School,SOUTH WINDSOR,2756
41782,Claremont Meadows Public School,CLAREMONT MEADOWS,2747
41799,The Hills School,NORTHMEAD,2152
41802,Carlingford Public School,CARLINGFORD,2118
41819,Windsor High School,MCGRATHS HILL,2756
41822,The Hills Sports High School,SEVEN HILLS,2147
41825,Springwood High School,SPRINGWOOD,2777
41839,Crestwood High School,BAULKHAM HILLS,2153
41842,St Clair High School,ST CLAIR,2759
41845,Erskine Park High School,ERSKINE PARK,2759
41859,Bellbird Public School,BELLBIRD,2325
41862,Beresfield Public School,BERESFIELD,2322
41865,Blandford Public School,BLANDFORD,2338
41883,Dora Creek Public School,DORA CREEK,2264
41886,Congewai Public School,CONGEWAI,2325
41903,Holgate Public School,HOLGATE,2250
41906,Iona Public School,WOODVILLE,2321
41909,Jesmond Public School,JESMOND,2299
41923,Lisarow Public School,LISAROW,2250
41926,Pelican Flat Public School,PELICAN,2281
41929,Mayfield East Public School,MAYFIELD EAST,2304
41946,Narara Public School,LISAROW,2250
41949,New Lambton Public School,NEW LAMBTON,2305
41966,Spencer Public School,SPENCER,2775
41969,Tacoma Public School,TACOMA,2259
41986,Wyee Public School,WYEE,2259
41989,Edgeworth Public School,EDGEWORTH,2285
41992,Hamilton South Public School,MEREWETHER,2291
42006,Blackalls Park Public School,BLACKALLS PARK,2283
42009,Umina Public School,UMINA BEACH,2257
42012,Coal Point Public School,COAL POINT,2283
42029,Glendale East Public School,GLENDALE,2285
42032,Tarro Public School,TARRO,2322
42049,Jewells Primary School,JEWELLS,2280
42052,King Street Public School,SINGLETON,2330
42069,Glendore Public School,MARYLAND,2287
42072,Ashtonfield Public School,ASHTONFIELD,2323
42075,Glenvale School,NARARA,2250
42089,Cessnock High School,CESSNOCK,2325
42092,Maitland Grossmann High School,EAST MAITLAND,2323
42095,Kurri Kurri High School,KURRI KURRI,2327
42112,Morisset High School,MORISSET,2264
42115,Warners Bay High School,WARNERS BAY,2282
42132,Mount View High School,CESSNOCK WEST,2325
42135,Hunter School of Performing Arts,BROADMEADOW,2292
42138,Alstonville Public School,ALSTONVILLE,2477
42152,Blakebrook Public School,BLAKEBROOK,2480
42155,Bonalbo Central School,BONALBO,2469
42158,Norfolk Island Central School,NORFOLK ISLAND,2899
42175,Clunes Public School,CLUNES,2480
42178,Collins Creek Public School,COLLINS CREEK,2474
42195,Cudgen Public School,CUDGEN,2487
42198,Doubtful Creek Public School,DOUBTFUL CREEK,2470
42215,Forster Public School,FORSTER,2428
42218,Glenreagh Public School,GLENREAGH,2450
42221,Goonengerry Public School,GOONENGERRY,2482
42235,Johns River Public School,JOHNS RIVER,2443
42238,Kempsey West Public School,WEST KEMPSEY,2440
42241,Kororo Public School,KORORA,2450
42258,Modanville Public School,LISMORE,2480
42261,Mullumbimby Public School,MULLUMBIMBY,2482
42278,Raleigh Public School,RALEIGH,2454
42281,The Risk Public School,THE RISK,2474
42298,Telegraph Point Public School,TELEGRAPH POINT,2441
42301,Main Arm Upper Public School,UPPER MAIN ARM,2482
42304,Tumbulgum Public School,TUMBULGUM,2490
42318,Wollongbar Public School,WOLLONGBAR,2477
42321,Woolgoolga Public School,WOOLGOOLGA,2456
42324,Pottsville Beach Public School,POTTSVILLE,2489
42341,Kempsey South Public School,KEMPSEY,2440
42344,Gillwinga Public School,SOUTH GRAFTON,2460
42361,Tacking Point Public School,PORT MACQUARIE,2444
42364,Casino West Public School,CASINO,2470
42367,Wilson Park School,LISMORE,2480
42381,Kyogle High School,KYOGLE,2474
42384,Richmond River High School,NORTH LISMORE,2480
42387,Banora Point High School,BANORA POINT,2486
42401,Woolgoolga High School,WOOLGOOLGA,2456
42404,Byron Bay High School,BYRON BAY,2481
42407,Nambucca Heads High School,NAMBUCCA HEADS,2448
42424,Boggabri Public School,BOGGABRI,2382
42427,Bundarra Central School,BUNDARRA,2359
42444,Gravesend Public School,GRAVESEND,2401
42447,Guyra Central School,GUYRA,2365
42450,Kellys Plains Public School,ARMIDALE,2350
42464,Nowendoc Public School,NOWENDOC,2354
42467,Pilliga Public School,PILLIGA,2388
42470,Rocky River Public School,URALLA,2358
42487,Westdale Public School,WESTDALE,2340
42490,Woolomin Public School,WOOLOMIN,2340
42507,Wytaliba Public School,GLEN INNES,2370
42510,G S Kidd Memorial School,GUNNEDAH,2380
42527,Duval High School,ARMIDALE,2350
42530,Adelong Public School,ADELONG,2729
42533,Ardlethan Central School,ARDLETHAN,2665
42547,Blighty Public School,BLIGHTY,2713
42550,Boree Creek Public School,BOREE CREEK,2652
42553,Brungle Public School,BRUNGLE,2722
42570,Gerogery Public School,GEROGERY,2642
42573,Griffith Public School,GRIFFITH,2680
42590,Lake Albert Public School,LAKE ALBERT,2650
42593,Lavington Public School,LAVINGTON,2641
42596,Lowesdale Public School,LOWESDALE,2646
42610,Murringo Public School,MURRINGO,2586
42613,Naradhan Public School,NARADHAN,2669
42616,Pleasant Hills Public School,PLEASANT HILLS,2658
42630,Tullibigeal Central School,TULLIBIGEAL,2669
42633,Ungarie Central School,UNGARIE,2669
42636,North Wagga Public School,WAGGA WAGGA,2650
42653,Young Public School,YOUNG,2594
42656,Finley Public School,FINLEY,2713
42673,Hume Public School,LAVINGTON,2641
42676,Edward Public School,DENILIQUIN,2710
42679,Glenroy Public School,NORTH ALBURY,2640
42693,Yanco Agricultural High School,YANCO,2703
42696,Narrandera High School,NARRANDERA,2700
42699,Cootamundra High School,COOTAMUNDRA,2590
42716,Albion Park Public School,ALBION PARK,2527
42719,Avoca Public School,AVOCA,2577
42736,Boorowa Central School,BOOROWA,2586
42739,Braidwood Central School,BRAIDWOOD,2622
42756,Crookwell Public School,CROOKWELL,2583
42759,Dapto Public School,HORSLEY,2530
42762,Exeter Public School,EXETER,2579
42776,Huskisson Public School,HUSKISSON,2540
42779,Jindabyne Central School,JINDABYNE,2627
42782,Keiraville Public School,KEIRAVILLE,2500
42799,Otford Public School,OTFORD,2508
42802,Port Kembla Public School,PORT KEMBLA,2505
42819,Tathra Public School,TATHRA,2550
42822,Central Tilba Public School,CENTRAL TILBA,2546
42839,Tarrawanna Public School,TARRAWANNA,2518
42842,Towradgi Public School,FAIRY MEADOW,2519
42845,Corrimal East Public School,CORRIMAL,2518
42859,Mount Ousley Public School,FAIRY MEADOW,2519
42862,Queanbeyan West Public School,QUEANBEYAN,2620
42865,Illaroo Road Public School,NORTH NOWRA,2541
42882,Flinders Public School,FLINDERS,2529
42885,Minnamurra Public School,MINNAMURRA,2533
42902,Havenlee School,NORTH NOWRA,2541
42905,Goulburn High School,GOULBURN,2580
42908,Kiama High School,KIAMA,2533
42922,Crookwell High School,CROOKWELL,2583
42925,Warrawong High School,WARRAWONG,2502
42928,Kanahooka High School,KANAHOOKA,2530
42945,Binnaway Central School,BINNAWAY,2395
42948,Bourke Public School,BOURKE,2840
42965,Coonamble Public School,COONAMBLE,2829
42968,Cudal Public School,CUDAL,2864
42985,Gol Gol Public School,GOL GOL,2738
46460,Nanango State School,NANANGO,4615
46463,Petrie Terrace State School,PADDINGTON,4064
46466,Gabbinbar State School,TOOWOOMBA,4350
46481,Goombungee State School,GOOMBUNGEE,4354
46484,Haigslea State School,HAIGSLEA,4306
46487,Cordalba State School,CORDALBA,4660
46504,Ravenswood State School,RAVENSWOOD,4816
46507,Roma State College - Junior Campus,ROMA,4455
46524,Humpybong State School,MARGATE,4019
46527,Mossman State School,MOSSMAN,4873
46544,Ashgrove State School,ASHGROVE,4060
46547,Dayboro State School,DAYBORO,4521
46550,Robina State High School,ROBINA,4226
46564,Mungar State School,MUNGAR,4650
46568,Eulo State School,EULO,4491
46571,Warwick East State School,WARWICK,4370
46588,Thornton State School,THORNTON,4341
46591,Herberton State School,HERBERTON,4887
46608,The Willows State School,KIRWAN,4817
46611,Windera State School,WINDERA,4605
46614,Tannymorel State School,TANNYMOREL,4372
46628,Glenella State School,GLENELLA,4740
46631,Dalveen State School,DALVEEN,4374
46634,Macknade State School,MACKNADE,4850
46651,Walkerston State School,WALKERSTON,4751
46654,Mabel Park State School,SLACKS CREEK,4127
46671,Mount Alford State School,MOUNT ALFORD,4310
46674,Bauhinia State School,BAUHINIA,4718
46691,Middle Ridge State School,MIDDLE RIDGE,4350
46694,Pialba State School,PIALBA,4655
46697,Bollon State School,BOLLON,4488
46711,Rocklea State School,ROCKLEA,4106
46714,Pormpuraaw State School,PORMPURAAW,4871
46717,Windorah State School,WINDORAH,4481
46734,Nashville State School,BRIGHTON,4017
46737,Cameron Downs State School,HUGHENDEN,4821
46754,Ashwell State School,ASHWELL,4340
46757,Alpha State School,ALPHA,4724
46774,Bribie Island State School,BONGAREE,4507
46777,Eimeo Road State School,RURAL VIEW,4740
46780,Milton State School,MILTON,4064
46794,Eidsvold State School,EIDSVOLD,4627
46797,Watson Road State School,ACACIA RIDGE,4110
46800,Serviceton South State School,INALA,4077
46817,Woodstock State School,WOODSTOCK,4816
46820,Oakwood State School,BUNDABERG,4670
46837,Mudgeeraba State School,MUDGEERABA,4213
46840,Keppel Sands State School,KEPPEL SANDS,4702
46843,Theodore State School,THEODORE,4719
46857,Woodridge State School,LOGAN CENTRAL,4114
46860,Kentville State School,KENTVILLE,4342
46863,Camooweal State School,CAMOOWEAL,4828
46877,Kindon State School,GOONDIWINDI,4390
46880,Rosedale State School,ROSEDALE,4674
46883,Glennie Heights State School,WARWICK,4370
46900,Wyandra State School,WYANDRA,4489
46903,Goondi State School,INNISFAIL,4860
46920,Millaroo State School,MILLAROO,4807
46923,Aloomba State School,ALOOMBA,4871
46926,East Brisbane State School,EAST BRISBANE,4169
46940,Helens Hill State School,HELENS HILL,4850
46943,Glenmorgan State School,GLENMORGAN,4423
46946,Kenmore State School,KENMORE,4069
46963,Hebel State School,HEBEL,4486
46966,Durack State School,DURACK,4077
46983,Dirranbandi P-10 State School,DIRRANBANDI,4486
46986,Gleneagle State School,GLENEAGLE,4285
47003,Bymount East State School,BYMOUNT,4455
47006,Hayman Island State School,HAYMAN ISLAND,4801
47009,Branyan Road State School,BUNDABERG,4670
47023,Trebonne State School,TREBONNE,4850
47027,Marmor State School,MARMOR,4702
47030,Hamilton State School,HAMILTON,4007
47047,Currumbin State School,CURRUMBIN,4223
47050,Bloomfield River State School,BLOOMFIELD,4895
47067,Gympie South State School,GYMPIE,4570
47070,Dimbulah State School,DIMBULAH,4872
47073,Oakenden State School,SARINA,4737
47087,Orion State School,SPRINGSURE,4722
47090,Thallon State School,THALLON,4497
47093,Miallo State School,MIALLO,4873
47107,Rollingstone State School,ROLLINGSTONE,4816
47110,Redlynch State College,REDLYNCH,4870
47113,Kingston State School,KINGSTON,4114
47130,McDonnell Creek State School,FISHERY FALLS,4871
47133,Pindi Pindi State School,PINDI PINDI,4798
47150,Meandarra State School,MEANDARRA,4422
47153,Kandanga State School,KANDANGA,4570
47156,Nagoorin State School,BOYNE VALLEY,4680
47170,Darra State School,DARRA,4076
47173,Railway Estate State School,RAILWAY ESTATE,4810
47176,Urangan Point State School,URANGAN,4655
47196,Quilpie State College,QUILPIE,4480
47213,Jambin State School,JAMBIN,4702
47216,Durong South State School,DURONG,4610
47234,Maroochydore State School,MAROOCHYDORE,4558
47237,Amamoor State School,AMAMOOR,4570
47240,Injune P-10 State School,INJUNE,4454
47254,Gaven State School,OXENFORD,4210
47257,Urandangi State School,PITURIE,4825
47260,Wynnum West State School,WYNNUM WEST,4178
47277,Thangool State School,THANGOOL,4716
47280,Slade Point State School,SLADE POINT,4740
47297,Marsden State School,MARSDEN,4132
47300,Kruger State School,BELLBIRD PARK,4300
47317,Woree State School,WOREE,4868
47320,Middlemount Community School,MIDDLEMOUNT,4746
47323,Moranbah East State School,MORANBAH,4744
47337,Chatswood Hills State School,SPRINGWOOD,4127
47340,Coolnwynpin State School,CAPALABA,4157
47343,Withcott State School,WITHCOTT,4352
47360,Tagai State College - Dauan Island Campus,DAUAN ISLAND,4875
47363,Tagai State College - St Pauls Campus,MOA ISLAND,4875
47380,Waraburra State School,GRACEMERE,4702
47383,Eagleby State School,EAGLEBY,4207
47386,White Rock State School,WHITE ROCK,4868
47400,Worongary State School,WORONGARY,4213
47403,Regents Park State School,REGENTS PARK,4118
47406,Mountain Creek State School,MOUNTAIN CREEK,4557
47423,Craigslea State High School,CHERMSIDE WEST,4032
47426,Ingham State High School,INGHAM,4850
47443,Pimlico State High School,PIMLICO,4812
47446,Murgon State High School,MURGON,4605
47463,Cleveland District State High School,CLEVELAND,4163
47466,Aviation High,CLAYFIELD,4011
47469,Beenleigh State High School,BEENLEIGH,4207
47483,Monto State High School,MONTO,4630
47486,Sarina State High School,SARINA,4737
47489,Brisbane Bayside State College,WYNNUM WEST,4178
47506,Yeppoon State High School,YEPPOON,4703
47509,Woodridge State High School,LOGAN CENTRAL,4114
47526,Merrimac State High School,MERMAID WATERS,4218
47529,Benowa State High School,BENOWA,4217
47546,Runcorn State High School,RUNCORN,4113
47549,Collinsville State High School,COLLINSVILLE,4804
47552,Redbank Plains State High School,REDBANK PLAINS,4301
47566,Windaroo Valley State High School,BAHRS SCRUB,4207
47569,Tamborine Mountain State High School,NORTH TAMBORINE,4272
47572,Brisbane Youth Education and Training Centre,WACOL,4076
47589,Mackenzie State Special School,MACKENZIE,4156
47592,Maryborough Special School,MARYBOROUGH,4650
47609,Beenleigh Special School,MOUNT WARREN PARK,4207
47612,Hervey Bay Special School,SCARNESS,4655
47615,Sunnybank Special School,SUNNYBANK,4109
47629,Capricornia (Rockhampton Campus) School of Distance Education,KAWANA,4701
47632,Capalaba State College,CAPALABA,4157
47635,Springfield Lakes State School,SPRINGFIELD LAKES,4300
47650,Holy Spirit College,MOUNT PLEASANT,4740
47653,Southern Cross Catholic College,ANNANDALE,4814
47656,Jubilee Primary School,PACIFIC PINES,4211
47674,Guardian Angels' Primary School,WYNNUM,4178
47677,St Mary of the Cross School,WINDSOR,4030
47694,Sacred Heart School,BOOVAL,4304
47697,St Agnes School,MOUNT GRAVATT,4122
47700,St Bernard's School,UPPER MOUNT GRAVATT,4122
47714,St Joachim's School,HOLLAND PARK,4121
47717,St Joseph's Primary School,CORINDA,4075
47720,St Joseph's Nudgee Junior College,INDOOROOPILLY,4068
47737,St Thomas' School,CAMP HILL,4152
47740,Christ the King Catholic Primary School,DECEPTION BAY,4508
47757,St Patrick's Primary School,GYMPIE,4570
47760,St Vincent's Primary School,CLEAR ISLAND WATERS,4226
47777,St Joseph's School,TARA,4421
47780,St Mary's Primary School,TAROOM,4420
47783,St Mary's School,CHARLEVILLE,4470
47797,St John's Catholic School,WALKERSTON,4751
47800,St Joseph's Catholic School,BILOELA,4715
47803,St Joseph's School,CLERMONT,4721
47820,St Colman's School,HOME HILL,4806
47823,St John Bosco's School,COLLINSVILLE,4804
47840,St John's School,SILKWOOD,4856
47843,St Michael's School,GORDONVALE,4865
47846,St Teresa's School,RAVENSHOE,4888
47860,Aquinas College,ASHMORE,4215
47863,St Mary's College,TOOWOOMBA,4350
47866,St Augustine's College,CAIRNS,4870
47880,Trinity College,BEENLEIGH,4207
47883,St Peter Claver College,RIVERVIEW,4303
47886,Clairvaux MacKillop College,UPPER MOUNT GRAVATT,4122
47903,Mercy College,MACKAY,4740
47906,St Ursula's College,YEPPOON,4703
47923,St Rita's Primary School,VICTORIA POINT,4165
47926,St Luke's Catholic Parish School,CAPALABA,4157
47929,Townsville Flexible Learning Centre,WEST END,4810
47944,Whitsunday Christian College,CANNONVALE,4802
47947,Sheldon College,SHELDON,4157
47950,Silkwood School,MOUNT NATHAN,4211
47968,Livingstone Christian College,ORMEAU,4208
47971,Agnew School - Bundaberg,WELCOME CREEK,4670
47988,Beveridge Road Campus,THORNLANDS,4164
47991,Coolum Beach Christian College,COOLUM BEACH,4573
48009,St John's Anglican College,FOREST LAKE,4078
48012,Clayfield College,CLAYFIELD,4011
48015,Fairholme College,TOOWOOMBA,4350
48029,The School of Total Education,WARWICK,4370
48032,Townsville Grammar Junior School,ANNANDALE,4814
48035,Ipswich Girls Grammar School,EAST IPSWICH,4305
48052,Hervey Bay Christian Academy,URRAWEEN,4655
48055,King's Christian College,REEDY CREEK,4227
48072,Bethany Lutheran Primary School,RACEVIEW,4305
48075,Redeemer Lutheran College,BILOELA,4715
48092,Redlands College,WELLINGTON POINT,4160
48095,Samford Valley Steiner School,WIGHTS MOUNTAIN,4520
48098,The Glenleighden School,FIG TREE POCKET,4069
48112,Gulf Christian College,NORMANTON,4890
48115,Arethusa College,DECEPTION BAY,4508
48118,Armadale Senior High School,ARMADALE,6112
48135,Kalamunda Senior High School,KALAMUNDA,6076
48138,Gilmore College,ORELIA,6167
48156,Hedland Senior High School,SOUTH HEDLAND,6722
48159,Karratha Senior High School,KARRATHA,6714
48162,Beverley District High School,BEVERLEY,6304
48176,Dowerin District High School,DOWERIN,6461
48179,Jerramungup District High School,JERRAMUNGUP,6337
48182,Kulin District High School,KULIN,6365
48199,Wagin District High School,WAGIN,6315
48202,Wyalkatchem District High School,WYALKATCHEM,6485
48219,Duncraig Senior High School,DUNCRAIG,6023
48223,Lesmurdie Senior High School,LESMURDIE,6076
48242,Belridge Secondary College,BELDON,6027
48245,Ballajura Community College,BALLAJURA,6066
48248,Eaton Community College,EATON,6232
48262,Mount Barker Community College,MOUNT BARKER,6324
48265,Albany Primary School,ALBANY,6330
48268,Amaroo Primary School,COLLIE,6225
48285,Bassendean Primary School,BASSENDEAN,6054
48288,Beacon Primary School,BEACON,6472
48306,Broomehill Primary School,BROOMEHILL,6318
48309,Cooinda Primary School,EAST BUNBURY,6230
48326,Chapman Valley Primary School,NABAWA,6532
48329,Wangkatjungka Remote Community School,CHRISTMAS CREEK,6765
48332,Freshwater Bay Primary School,CLAREMONT,6010
48350,North Dandalup Primary School,NORTH DANDALUP,6207
